feature,permutation_importance_mean,permutation_importance_std
trip_distance,7.408122196306602,0.013651124904836491
dropoff_longitude,1.192367839867898,0.025664002136968005
dropoff_latitude,0.6954801445720762,0.014476365743902705
pickup_longitude,0.5916356081368257,0.0067260102238530725
pickup_latitude,0.24980100211729903,0.0032362275149152584
pickup_hour,0.16571794285054003,0.007629088606233664
day_of_week,0.011715530211128478,0.004830809282180208
is_weekend,0.006001030515138783,0.001471256863172889
passenger_count,0.0018972341851879015,0.0027433734200401788
