feature,rf_impurity_importance
trip_distance,0.8534074890542178
dropoff_longitude,0.05013024149466074
pickup_longitude,0.030031111907484677
dropoff_latitude,0.026088837438183382
pickup_latitude,0.01832850892348038
pickup_hour,0.013114088833508487
day_of_week,0.0054025981134915545
passenger_count,0.002561138997095771
is_weekend,0.0009359852378771701
