distance_group,rows,actual_fare_median,RMSE,MAE,mean_error
zero_distance,2096,6.5,10.745853091353533,6.140052222642852,0.12247101431142937
positive_distance,197904,8.5,3.6662603328217216,1.9076128899862945,-0.009465351504781562
